id,published_on,updated_on,company,slug,title,link,content,tags
69473,2017-10-16T14:21:12,2017-10-16T14:21:12,KIWI.KI,fullstack-developer-mf-iot-kiwi-ki,Fullstack Developer (m/f)  / IoT // KIWI.KI,http://berlinstartupjobs.com/engineering/fullstack-developer-mf-iot-kiwi-ki/,"<p>We are looking for a Full-Stack Developer to join our engineering teams, responsible for the design and development of our core products, from the Web portal to Backend systems. You will also design the overall architecture of the application and evolve it to ensure maximum performance, usability and stability.</p>
<p><!--more--></p>
<p><strong>ABOUT US</strong></p>
<p>Our goal is to replace the physical key and to revolutionize key management. Our smart access-as-a-service solution KIWI allows users to unlock doors completely hands-free with our identity token KIWI Ki or by using our KIWI App. Our customers from the real estate industry use the KIWI Portal to simplify key management. And service providers like Deutsche Post and waste management companies open the doors of apartment buildings with KIWI. More than 55.000 households in 15 cities are already connected to the KIWI Infrastructure.</p>
<p><strong>YOUR ROLE</strong></p>
<ul>
<li>Implementation of a robust set of services and APIs to power the web application</li>
<li>Implementation of new features including backend, frontend and API components</li>
<li>Building reusable code and libraries for future use</li>
<li>Optimization of the application for maximum speed and scalability</li>
<li>Implementation of security and data protection</li>
<li>Integration of the front-end and back-end aspects of the applications</li>
</ul>
<p><strong>YOUR SKILLS</strong></p>
<ul>
<li>Proficient knowledge of a back-end programming languages (Python, Ruby, Nodejs, etc)</li>
<li>Understanding differences between multiple delivery platforms (such as mobile vs, desktop), and optimizing output to match the specific platform</li>
<li>Creating database schemas that represent and support business processes</li>
<li>Data migration, transformation, and scripting</li>
<li>Management of hosting environment, including database administration and scaling an application to support business needs</li>
<li>Understanding of fundamental design principles behind a scalable, reliable and always-on applications</li>
<li>Ability to implement automated testing platforms and unit tests</li>
<li>Proficient understanding of client-side scripting and JavaScript frameworks</li>
<li>Proficient understanding of code versioning tools</li>
<li>Familiarity with development aiding tools</li>
<li>Familiarity with container-based systems (CoreOS, Kubernetes, Docker)</li>
<li>Familiarity with SQL and NoSQL techonolgies</li>
<li>Professional proficiency in English</li>
</ul>
<p><strong>OUR OFFER</strong></p>
<ul>
<li>A high degree of autonomy, challenging tasks, and the ability to impact the company every day</li>
<li>An inspiring work environment based on team spirit, fun and passion for our product</li>
<li>Employee stock ownership plan</li>
<li>German classes for non-native speakers</li>
<li>Weekly team breakfast and lunch as well as a stocked fridge and unlimited coffee</li>
<li>A friendly and international team of 50 people in an office in Berlin Mitte</li>
</ul>
","[65, 98, 891, 4098, 4897]"
69331,2017-10-16T11:57:38,2017-10-16T10:02:54,flyiin,elixir-backend-developer-flyiin,Elixir Backend Developer // flyiin,http://berlinstartupjobs.com/engineering/elixir-backend-developer-flyiin/,"<p>Do you think booking flights online is just too messy? If you do, then we would like to have you on-board.</p>
<p>With fresh and significant funding around the corner, we are now ready to build up our company and are looking for a Elixir Backend Developer in Berlin.</p>
<p><!--more--></p>
<p><strong>YOUR MISSION.</strong></p>
<ul>
<li>Our sprint teams are organised as multi-disciplinary ‘crews’. Within your crew, you will team up with a UX Designer, a Visual/UI Designer, a Frontend Developer and an Agile Coach with the goal to constantly improve the Elixir codebase of the Phoenix backend of our user-facing Single Page Application, based on a user-centric and sprint-based approach.</li>
<li>You will develop the backend business logic for our different product areas (e.g. search, booking, payment etc.) for our product. Because our product is our brand, you will play an essential role in making flyiin the champion brand for online flight search and booking.</li>
<li>Our organisation will also based on ‘chapters’. These ‘chapters’ will regroup the members of the crews with similar functions and skills and working within the same competency area. As Backend Developer, you will be part of our Backend Chapter and participate in all decisions related to our product architecture, backend stack and technical standards.</li>
<li>You will work closely with the Engineering team based in Budapest, which is responsible for developing the airline distribution system, which our marketplace product is based on. You will be actively involved in the definition of the interfaces and requirements that will be facing our distribution system.</li>
<li>You are a team player. You will clearly present and communicate your vision, your work and its rationale to the members of your crew, and work closely with them in order to foster the sharing of ideas, learning and technical principles within your crew.</li>
</ul>
<p><strong>WHAT MAKES YOU THE RIGHT CANDIDATE.</strong></p>
<p><strong>If you have&#8230;</strong></p>
<ul>
<li>3+ years experience in general backend development</li>
<li>Any relevant experience with Elixir (whether in a production environment or from pet projects)</li>
<li>Good understanding of functional programming concepts and concurrency problems</li>
<li>Solid knowledge of the principles for building highly scalable, distributed systems</li>
<li>Experience with Phoenix (or the desire to learn it quickly)</li>
<li>Knowledge of web standards and modern browsers (HTML5, CSS)</li>
<li>Solid understanding of the full web technology stack (e.g. HTTP, cookies, asset loading, caching, REST, Websocket)</li>
<li>Good understanding of APIs and proficiency with data exchange formats and protocols</li>
<li>Appreciation of the importance of prototyping and iterations in defining the most appropriate solution to a specific problem</li>
<li>Passion for clean, maintainable and testable code</li>
<li>Good organisational and communication skills</li>
<li>Solid knowledge of English (English is the company’s official language)</li>
<li>The ability to thrive in a fast-paced, dynamic startup environment</li>
</ul>
<p><strong>If you are excited about&#8230;</strong></p>
<ul>
<li>Travel, and most specifically air travel</li>
<li>Using Elixir as your programming language of choice</li>
<li>Open source and emerging technologies</li>
<li>Working with people from different parts of the world and with different professional background and skillset</li>
<li>Contributing to developing a company’s culture and dynamics</li>
<li>Being part of something big that has the potential to transform a whole industry</li>
</ul>
<p><strong>If as a person, you appreciate… </strong></p>
<ul>
<li>Highly collaborative and multidisciplinary teams</li>
<li>Systematic feedback and knowledge sharing</li>
<li>“Bullshit-free”, lean and focused organisations</li>
</ul>
<p><strong>HOW CAN YOU STAND OUT?</strong></p>
<p>You’ll reach the top of the list if in addition to the above, you:</p>
<p>1- have already built Elixir-based digital products, running in production</p>
<p>2- are familiar with Elm, our (functional) language choice for our Single Page Application</p>
<p>3- have deep understanding of Erlang/OTP or familiarity with any other BEAM based language</p>
<p>4- production experience with technologies around XML (XSD, XSLT, WSDL)</p>
<p>5- any history in building data intensive systems</p>
<p>6- production experience with any other functional language</p>
<p>7- have experience to work in a geographically distributed engineering team</p>
<p>8- have already been in a similar role and helped build up a technology company from scratch</p>
<p>9- can demonstrate a high level of self-reliance and a strong sense of initiative</p>
<p>10- are passionate about digital products that are design-focused and user-centric</p>
<p><strong>WHAT WE CAN OFFER YOU AT FLYIIN.</strong></p>
<p>1- The opportunity to join a company that will grow fast, and be at the origin of it</p>
<p>2- The chance to work very enthusiastic and experienced people who all share the strong desire to shake things up</p>
<p>3- The option to work remotely from home one day a week</p>
<p>4- Regular “Knowledge sessions” on topics such as online travel, airlines, technology or product</p>
<p>5- Your daily dose of coffee, fresh fruits, snacks… and our weekly beers and wine.</p>
<p>6- And finally, a competitive salary and an attractive office space in the heart of Berlin (Prenzlauer Berg)</p>
<p>… and more as our business and results grow.</p>
<p><strong>ARE YOU INTERESTED?</strong></p>
<p>If this is a kind of adventure you would take part in, and the type of jobs that you’ve always been looking for, send us an email at jobs@flyiin.com, and tell us why you’re the best candidate for this position.</p>
<p><strong>When sending your application, please:</strong></p>
<p><strong>1- Mention the name of the position in the subject line</strong></p>
<p><strong>2- Highlight your salary expectations and availability</strong></p>
<p><strong>3- Provide a copy of your CV and any additional material relevant for your application </strong></p>
<p>We’re looking forward to hearing from you.</p>
","[17, 527, 5871, 21221]"
69227,2017-10-16T09:22:59,2017-10-16T09:22:59,data Artisans,senior-data-engineer-data-artisans,Senior Data Engineer // data Artisans,http://berlinstartupjobs.com/engineering/senior-data-engineer-data-artisans/,"<p>Data stream processing is redefining what’s possible in the world of data-driven applications and services. Apache Flink is one of the systems at the forefront of this development, pushing the boundaries of what can be achieved with data stream processing.</p>
<p>Apache Flink currently powers some of the largest data stream processing pipelines in the world, with users such as Alibaba, Uber, ING, Netflix, and more running Flink in production. Flink is also one of the most active and fastest-growing open source projects in the Apache Software Foundation.</p>
<p><!--more--></p>
<p><strong>Your role:</strong></p>
<p>data Artisans is currently building a new team of Solution Architects in Europe and the US. You’ll be part of a new and fast-growing team helping customers having a great experience using our products and Apache Flink. The role will sit at the forefront of one of the most significant paradigm shifts in information processing and real-time architectures in recent history &#8211; stream processing &#8211; which sets the foundation to transform companies and industries for the on-demand services era.</p>
<p>You will work with engineering teams inside of our customers to build the best possible stream processing architecture for their use cases. This includes reviewing their architecture, giving guidance on how they design their Flink applications, and helping them take their first steps with our products.</p>
<p>Some of the customer engagements will be carried out remotely via phone and screen share, but the position also includes traveling to customers to help them onsite.</p>
<p>And when you’re not working with our customers, there are plenty of opportunities at data Artisans to learn more about Flink, contribute to the products and open source projects, and help evangelizing Apache Flink to users around the world.</p>
<p><strong>What you’ll do all day:</strong></p>
<ul>
<li>Use your experience to solve challenging data engineering and stream processing problems for our customers</li>
<li>Meet with customers, understand their requirements, and help guide them towards best-of-breed architectures</li>
<li>Provide guidance and coding assistance during the implementation phase and make sure projects end in successful production deployments</li>
<li>Become an Apache Flink and stream processing expert</li>
</ul>
<p><strong>You will love this job if you …</strong></p>
<p>&#8230; are experienced in building and operating solutions using distributed data processing systems on large scale production environments (e.g. Hadoop, Kafka, Flink, Spark)</p>
<p>… are fluent in Java and/or Scala</p>
<p>… love to spend the whole day talking about Big Data technologies</p>
<p>… have great English skills and like talking to customers</p>
<p>… like traveling around the Europe/USA and visiting new places</p>
<p><strong>What we offer:</strong></p>
<ul>
<li>Competitive salary and stock options</li>
<li>Tech gear of your choice</li>
<li>International team environment (10 nationalities so far)</li>
<li>Flexible working arrangements (home office, flexible working hours)</li>
<li>Unlimited vacation policy, so take time off when you need it</li>
<li>Spacious office space in the Kreuzberg district of Berlin</li>
<li>Snacks, coffee and beverages in the office</li>
<li>Relocation assistance if needed</li>
<li>Hackathons and weekly technical Lunch Talks to keep your head full of inspirations and ideas!</li>
</ul>
","[560, 3574, 5202, 6029, 16572]"
69225,2017-10-16T09:19:19,2017-10-16T09:19:19,Europace AG,devops-engineer-mw-im-fintech-unicorn-europace-ag,DevOps Engineer (m/w) im FinTech Unicorn // Europace AG,http://berlinstartupjobs.com/engineering/devops-engineer-mw-im-fintech-unicorn-europace-ag/,"<p>Du hast Spaß daran im Team Infrastrukturthemen zu bewegen und selbstorganisiert zu arbeiten? Dann werde DevOps Engineer (m/w) bei der Europace AG und somit Teil des Berliner FinTech Unicorns!</p>
<p><!--more--></p>
<p><strong>Du hast Spaß daran, &#8230;</strong></p>
<ul>
<li>unterschiedliche Infrastrukturtechnologien zu automatisieren, orchestrieren, administrieren und zu überwachen.</li>
<li>im Team zusammen mit Developern und Business Analysten Produkte voranzubringen.</li>
<li>neue Infrastrukturthemen anzugehen und damit nachhaltig die Zukunft der Plattform zu entwerfen.</li>
<li>sowohl Green- als auch Brownfield zu verantworten.</li>
<li>dein Wissen zu teilen und deine Meinung zu vertreten.</li>
<li>gemeinsam unterschiedlichste Bereiche deines Arbeitslebens zu gestalten.</li>
</ul>
<p>Außerdem bringst bereits erste Berufserfahrung in den oben genannten Bereichen mit und du kannst dir vorstellen, diese in einem FinTech Unternehmen einzubringen?</p>
<p><strong>Wir glauben daran, dass &#8230;</strong></p>
<ul>
<li>Leidenschaft für ein Thema entsteht, wenn Kompetenz auf persönliche Präferenz trifft.</li>
<li>wir gemeinsam stärker und motivierter sind als einzeln.</li>
<li>Offenheit, Vertrauen und Feedback fundamentale Bestandteile einer gesunden Teamkommunikation sind.</li>
<li>jeder die Verantwortung übernehmen kann, die der persönlichen Leidenschaft entspricht.</li>
<li>durch die Verbindung von Leidenschaft und Verantwortung maximale Wirkung erzielt wird.</li>
<li>Entscheidungen von denen getroffen werden müssen, die die Verantwortung dafür spüren.</li>
<li>Führung somit nicht automatisch mit Hierarchie zusammenhängt.</li>
<li>die Ausgewogenheit von Familie, Hobbys und Arbeit mehr als ein Bedürfnis ist.</li>
</ul>
<p>Aufgrund dieser Überzeugungen übernehmen wir gemeinsam die Verantwortung für unsere Arbeit und unser Produkt. Den Rahmen dafür definieren wir selbstorganisiert. Dies hat zur Folge, dass wir unser Verständnis von Führung, Betrieb, Vision und Umsetzung stets weiter entwickeln.<br />
Wenn du mehr dazu wissen möchtest, wie wir miteinander arbeiten, schau dir unseren Tech-Blog (http://tech.europace.de/) und PnO-Blog (https://blog-pno.hypoport.de/) an!</p>
<p><strong>Was tun wir?</strong><br />
Wir sehen es als unseren Auftrag, Menschen dabei zu unterstützen ihren Traum vom Eigenheim zu verwirklichen. Dafür entwickeln wir mit EUROPACE den Marktplatz zur Beratung von Baufinanzierungsprodukten. Unser Maßstab ist es, dass die Software während einer Beratung unterstützt und nicht behindert. Dies ermöglicht dem Berater, sich ganz auf den Kunden zu konzentrieren und gemeinsam die beste Finanzierungslösung zu finden.</p>
<p><strong>Die Basis unseres Produktes ist &#8230;</strong><br />
Java, Groovy, Go, Scala, GWT, AngularJS, NodeJs, Docker, Kubernetes, MongoDB, Elasticsearch, Python, Microservices, DevOps, Continuous Deployment und die Menschen, die unsere Vision gestalten wollen.</p>
<p><strong>Und jetzt?</strong><br />
Wenn du dich angesprochen fühlst, freuen wir uns, dich kennen zu lernen!<br />
Bitte bewirb dich direkt online unter Angabe deiner Gehaltsvorstellungen und des nächsttmöglichen Eintrittstermin.</p>
<p>Bei Fragen wende dich bitte an:<br />
Louisa Reinecke<br />
People &#038; Organisation Partner<br />
Tel. +49 30 42086 1927</p>
<p>Hypoport AG | Europace AG<br />
Klosterstrasse 71, 10179 Berlin</p>
","[58, 4102, 5482, 6479, 16544]"
69224,2017-10-16T09:14:54,2017-10-16T09:14:54,LEVERTON,head-of-system-administration-mf-leverton,Head of System Administration (m/f) // LEVERTON,http://berlinstartupjobs.com/engineering/head-of-system-administration-mf-leverton/,"<p>&#8220;We enable smarter decisions by structuring the world’s data&#8221;</p>
<p>LEVERTON develops state-of-the-art technology used by some of the largest corporations in the world. We apply deep learning technology to automatically extract and manage data from corporate documents in more than 25 languages. Our powerful algorithms turn unstructured data into actionable and insightful information, generating value for companies like SAP, Blackstone &#038; Goldman Sachs.</p>
<p>Get a glimpse of our AI powered platform here: https://vimeo.com/217150888</p>
<p><!--more--></p>
<p><strong>What you will do</strong></p>
<ul>
<li>Overall responsible for internal and external system infrastructure, including cloud and data center servers</li>
<li>Lead our system administration team</li>
<li>Be responsible for the selection, Installation and management of a various number of servers &#038; tools</li>
<li>Perform penetration and vulnerability testing</li>
<li>Closely collaborate with the development team to select and specify infrastructure for the software development</li>
<li>Build our IT infrastructure according to ISO 27001</li>
</ul>
<p><strong>Who you are</strong></p>
<ul>
<li>5+ years of experience as a System Administrator or System Architect, ideally with team lead experience</li>
<li>Strong knowledge of heterogeneous system architecture (Linux &#038; Windows)</li>
<li>Strong knowledge of cloud (AWS) infrastructure</li>
<li>Experience in hardware (server) setup, configuration and management</li>
</ul>
<p><strong>What we offer you</strong></p>
<ul>
<li>Join a highly experienced team with engineers possessing 5-20 years of experience</li>
<li>Be part of shaping the development of a state-of-the-art product in the field of Deep Learning and AI</li>
<li>Join an autonomous team with high degree of freedom and ownership</li>
<li>LinkedIn learning account to further develop your skills and knowledge</li>
<li>Spend the work day in a modern office in the heart of Berlin and the after work hours on our amazing rooftop</li>
<li>Highly talented, fun and inspiring colleagues from 23 different nationalities</li>
<li>Learn or improve your Kicker skills and be part of regular social events such as Thirsty Thursdays, yoga sessions and bi-weekly breakfasts</li>
</ul>
<p><strong>Does this sound like the right place to develop your career?</strong></p>
<p>Then we’d love to hear from you! Apply here: https://leverton-jobs.personio.de/job/38907#apply</p>
","[51, 52, 1590]"
69020,2017-10-13T08:50:31,2017-10-13T07:01:01,incapptic Connect GmbH,junior-full-stack-developer-incapptic-connect-gmbh,Junior Full Stack Developer // incapptic Connect GmbH,http://berlinstartupjobs.com/engineering/junior-full-stack-developer-incapptic-connect-gmbh/,"<p>incapptic Connect automates the mobile app release process improving speed and efficiency. The software solution is a Mobile Center of Excellence (MCoE) in a box, and combines self-service and automation to enable new apps to be launched, and existing ones updated or renewed automatically at the click of a button. World class companies like CLAAS, Deutsche Lufthansa, or Schindler use incapptic Connect software to achieve fast and frequent releases while reducing process costs.</p>
<p><!--more--></p>
<p><img class=""aligncenter size-full wp-image-49077"" src=""http://berlinstartupjobs.com/wp-content/uploads/incapptic-banner.jpg"" alt="""" width=""600"" height=""400"" srcset=""http://22iiaa2jpzc63c93rf3p9oti14j8.wpengine.netdna-cdn.com/wp-content/uploads/incapptic-banner.jpg 600w, http://22iiaa2jpzc63c93rf3p9oti14j8.wpengine.netdna-cdn.com/wp-content/uploads/incapptic-banner-300x200.jpg 300w, http://22iiaa2jpzc63c93rf3p9oti14j8.wpengine.netdna-cdn.com/wp-content/uploads/incapptic-banner-290x193.jpg 290w, http://22iiaa2jpzc63c93rf3p9oti14j8.wpengine.netdna-cdn.com/wp-content/uploads/incapptic-banner-60x40.jpg 60w, http://22iiaa2jpzc63c93rf3p9oti14j8.wpengine.netdna-cdn.com/wp-content/uploads/incapptic-banner-80x53.jpg 80w"" sizes=""(max-width: 600px) 100vw, 600px"" /></p>
<p><strong>For our development team in Berlin we are looking for a Junior Full Stack Developer, who can:</strong></p>
<ul>
<li>Work from our betahaus office in Berlin, where you will develop software with our growing team</li>
<li>Support pilot and production installations for well-known existing and new clients</li>
<li>Work with the Chief Customer Officer and help to define great new features of our product.</li>
</ul>
<p><strong>Skills &#038; Requirements:</strong></p>
<ul>
<li>B.S. in Computer Science or aquivalent degree</li>
<li>At least 1 year experience as a Junior Full Stack Developer or important contributions in Open Source projects</li>
<li>Good Django/Python knowledge</li>
<li>Solid Javascript knowledge, including experience with React.js and/or ES6, build tools</li>
<li>Basic understanding of HTML5 and CSS3</li>
<li>Good communication skills in English</li>
<li>Happy to support us on-site in Berlin.</li>
</ul>
","[28, 65, 66, 1993, 4273]"
69018,2017-10-13T08:50:26,2017-10-13T06:58:44,Market Logic Software,identity-management-engineer-sso-market-logic-software,Identity Management Engineer (SSO) // Market Logic Software,http://berlinstartupjobs.com/engineering/identity-management-engineer-sso-market-logic-software/,"<p>The Market Logic Engineering team is looking for an experienced and highly motivated Identity Management Engineer to work full time in our Berlin office.<!--more--></p>
<p><strong>About Market Logic</strong></p>
<p>Too much data, not enough insights! Companies invest millions in market research, syndicated data, social media, analytics, etc. to understand consumers and monitor business performance. But reuse of past research and systematic knowledge-building is rare. Market Logic is a software company that&#8217;s changing the way companies build consumer understanding and use it in innovation, marketing and sales. It&#8217;s the platform for the CMO and VP Insights to truly become a consumer-centric organization. That&#8217;s why our marketing information systems are used by global brands like Unilever, Coca-Cola, Johnson &#038; Johnson and many more in verticals like CPG/FMCG, Finance, Healthcare, Retail, Telecom, and more.</p>
<p>We are a young and fresh team. Walk around our headquarters in Berlin, Germany and you&#8217;ll see an open multi-cultural environment, where co-workers talk passionately about how to transform innovation, marketing, and sales. Every Market Logicer believes that market research and consumer data should be more effective and that software can make it easier to manage and far more powerful.</p>
<p>The Identity Management Engineer will be responsible for the implementation and validation of all SSO integration activities, ongoing routine maintenance of SSO integrations and infrastructure.</p>
<p>This position is primarily responsible for the integration and management of reliable and stable Single Sign-on infrastructure of Market Logic Software internally and externally.</p>
<p><strong>Your Tasks:</strong></p>
<ul>
<li>Work on Single Sign-On/Identity Management Engineering</li>
<li>Enable Single Sign-On between our customers, partners and Market Logic platform</li>
<li>Collaborate with a team of Engineers/Project Managers on various projects</li>
<li>Work alongside development and product management teams to further develop Market Logic platform</li>
</ul>
<p><strong>Your Profile:</strong></p>
<ul>
<li>7+ years of direct hands-on experience with Identity Management technologies including integration, provisioning and configuration</li>
<li>Experience building out internal and external SAML connections</li>
<li>Federated Identity Management experience, experience in OpenAM is highly desirable</li>
<li>Strong hands-on development experience in Java/J2EE, Web Service and RESTful service technologies</li>
<li>Experience in HTML, HTML5, CSS, JSON, XML, JavaScript, Ajax, Angular, JQuery and others</li>
<li>Previous SaaS experience is strongly preferred</li>
<li>Ability to work on multiple assignments simultaneously and ensure design and coding are adhering to security, architectural and documentation standards</li>
<li>Strong understanding of a development organization and the SDLC cycle</li>
<li>Deep understanding of change management procedures/protocols and documentation</li>
<li>Strong verbal and written communication skills are desired</li>
<li>Flexibility to work during the designated change windows including nights/weekends</li>
</ul>
<p><strong>Benefits:</strong></p>
<ul>
<li>Work in an entrepreneurial, fast growing and successful business environment</li>
<li>Join an agile team in implementing complex features with modern technologies</li>
<li>Performance-oriented remuneration</li>
<li>An experienced, professional team with flat hierarchies</li>
<li>Daily fresh fruit, German classes, kicker table, recreation room complete with an Xbox</li>
<li>Various team events throughout the year</li>
</ul>
","[1136, 15161, 20697]"
69017,2017-10-13T08:40:24,2017-10-13T06:57:43,incapptic Connect GmbH,senior-ios-engineer-incapptic-connect-gmbh,Senior iOS Engineer // incapptic Connect GmbH,http://berlinstartupjobs.com/engineering/senior-ios-engineer-incapptic-connect-gmbh/,"<p>incapptic Connect automates the mobile app release process improving speed and efficiency. The software solution is a Mobile Center of Excellence (MCoE) in a box, and combines self-service and automation to enable new apps to be launched, and existing ones updated or renewed automatically at the click of a button. World class companies like CLAAS, Deutsche Lufthansa, or Schindler use incapptic Connect software to achieve fast and frequent releases while reducing process costs.</p>
<p><!--more--></p>
<p><img class=""aligncenter size-full wp-image-49077"" src=""http://berlinstartupjobs.com/wp-content/uploads/incapptic-banner.jpg"" alt="""" width=""600"" height=""400"" srcset=""http://22iiaa2jpzc63c93rf3p9oti14j8.wpengine.netdna-cdn.com/wp-content/uploads/incapptic-banner.jpg 600w, http://22iiaa2jpzc63c93rf3p9oti14j8.wpengine.netdna-cdn.com/wp-content/uploads/incapptic-banner-300x200.jpg 300w, http://22iiaa2jpzc63c93rf3p9oti14j8.wpengine.netdna-cdn.com/wp-content/uploads/incapptic-banner-290x193.jpg 290w, http://22iiaa2jpzc63c93rf3p9oti14j8.wpengine.netdna-cdn.com/wp-content/uploads/incapptic-banner-60x40.jpg 60w, http://22iiaa2jpzc63c93rf3p9oti14j8.wpengine.netdna-cdn.com/wp-content/uploads/incapptic-banner-80x53.jpg 80w"" sizes=""(max-width: 600px) 100vw, 600px"" /></p>
<p><strong>For our development team in Berlin we are looking for an Senior iOS Engineer, who can:</strong></p>
<ul>
<li>Work from our betahaus office in Berlin and be a valuable member of our growing team</li>
<li>Develop and improve one technological core of our product: the integrated automatic app signer for iOS and Android</li>
<li>Work both as a mobile iOS engineer as well as a Full Stack developer.</li>
</ul>
<p><strong>Skills &#038; Requirements:</strong></p>
<ul>
<li>At least 2 years experience as an iOS DevOps expert or iOS developer</li>
<li>Sound knowledge in iOS Code Signing</li>
<li>Solid Python knowledge and web development experience</li>
<li>Good communication skills in English</li>
<li>Happy to support us on-site in Berlin.</li>
</ul>
","[65, 66, 93, 1924, 3500]"
69015,2017-10-13T08:40:22,2017-10-13T06:33:48,data Artisans,solutions-architect-europe-data-artisans,Solutions Architect (Europe) // data Artisans,http://berlinstartupjobs.com/engineering/solutions-architect-europe-data-artisans/,"<p>Data stream processing is redefining what’s possible in the world of data-driven applications and services. Apache Flink is one of the systems at the forefront of this development, pushing the boundaries of what can be achieved with data stream processing.<br />
Apache Flink currently powers some of the largest data stream processing pipelines in the world, with users such as Alibaba, Uber, ING, Netflix, and more running Flink in production. Flink is also one of the most active and fastest-growing open source projects in the Apache Software Foundation.</p>
<p>data Artisans was founded in 2014 by the original creators of the Apache Flink project, and we’re building the next-generation platform for real-time data applications. We are tackling some of today’s biggest challenges in big data and data streaming.</p>
<p><!--more--></p>
<p><strong>Your role:</strong></p>
<p>data Artisans is currently building a new team of Solution Architects in Europe and the US. You’ll be part of a new and fast-growing team helping customers having a great experience using our products and Apache Flink. The role will sit at the forefront of one of the most significant paradigm shifts in information processing and real-time architectures in recent history &#8211; stream processing &#8211; which sets the foundation to transform companies and industries for the on-demand services era.</p>
<p>You will work with engineering teams inside of our customers to build the best possible stream processing architecture for their use cases. This includes reviewing their architecture, giving guidance on how they design their Flink applications, and helping them take their first steps with our products.</p>
<p>Some of the customer engagements will be carried out remotely via phone and screen share, but the position also includes traveling to customers to help them onsite.</p>
<p>And when you’re not working with our customers, there are plenty of opportunities at data Artisans to learn more about Flink, contribute to the products and open source projects, and help evangelizing Apache Flink to users around the world.</p>
<p><strong>What you’ll do all day:</strong></p>
<ul>
<li>Use your experience to solve challenging data engineering and stream processing problems for our customers</li>
<li>Meet with customers, understand their requirements, and help guide them towards best-of-breed architectures</li>
<li>Provide guidance and coding assistance during the implementation phase and make sure projects end in successful production deployments</li>
<li>Become an Apache Flink and stream processing expert</li>
</ul>
<p><strong>You will love this job if you …</strong></p>
<p>&#8230; are experienced in building and operating solutions using distributed data processing systems on large scale production environments (e.g. Hadoop, Kafka, Flink, Spark)</p>
<p>… are fluent in Java and/or Scala</p>
<p>… love to spend the whole day talking about Big Data technologies</p>
<p>… have great English skills and like talking to customers</p>
<p>… like traveling around the Europe/USA and visiting new places</p>
<p><strong>What we offer:</strong></p>
<ul>
<li>Competitive salary and stock options</li>
<li>Tech gear of your choice</li>
<li>International team environment (10 nationalities so far)</li>
<li>Flexible working arrangements (home office, flexible working hours)</li>
<li>Unlimited vacation policy, so take time off when you need it</li>
<li>Spacious office space in the Kreuzberg district of Berlin</li>
<li>Snacks, coffee and beverages in the office</li>
<li>Relocation assistance if needed</li>
<li>Hackathons and weekly technical Lunch Talks to keep your head full of inspirations and ideas!</li>
</ul>
","[560, 3574, 5202, 6029, 16572]"
68898,2017-10-13T08:05:15,2017-10-13T06:27:38,HeyJobs,senior-qa-engineer-mf-heyjobs,Senior QA Engineer (m/f) // HeyJobs,http://berlinstartupjobs.com/engineering/senior-qa-engineer-mf-heyjobs/,"<p>HeyJobs mission is to leverage data &#038; technology to make recruiting 10x more efficient and effective. By applying best practices from the online marketing world to recruiting, we help our clients win talent at scale.</p>
<p>We are growing our team and looking for a <strong>Senior QA Engineer (m/f)</strong> to join our experienced and talented Development Team. An exciting opportunity for you to join HeyJobs.</p>
<p><!--more--></p>
<p><strong>Your responsibilities: </strong></p>
<ul>
<li>Take ownership of our complete test strategy comprising both manual and automated tests</li>
<li>Be an advocate for quality and drive improvements to the quality of our frontend and backend applications</li>
<li>Improve and add to our existing continuous integration pipeline built on CircleCI</li>
<li>Design, develop, execute, and maintain test plans</li>
<li>Building automated testing as well as developing automated scenarios/scripts</li>
<li>Actively find and report bugs to product and development team</li>
</ul>
<p><strong>Your profile: </strong></p>
<ul>
<li>Minimum of 2-3 years of experience in manual testing and QA test automation</li>
<li>Comfortable working with browser based, functional testing (e.g. WDIO or Selenium)</li>
<li>Experience with Ruby, JavaScript or similar programming languages</li>
<li>Experience with source code controls like Git</li>
<li>Familiarity with continuous integration/delivery and tooling (e.g. Circle CI/Travis CI)</li>
<li>Experience in agile methodologies</li>
<li>Self-starter and an entrepreneurial mind</li>
</ul>
<p><strong>What we offer: </strong></p>
<ul>
<li>An important and shaping role in a fast-growing company, very close to highly experienced team members which will mentor you</li>
<li>A fast-paced environment with work which will have a direct impact on HeyJobs</li>
<li>An amazing team culture with regular team and company events</li>
<li>A feedback-seeking culture that helps your professional and personal growth</li>
<li>A super transparent information policy with flat hierarchies</li>
<li>Amazing office in Berlin Kreuzberg with lots of room for individual development</li>
</ul>
<p><strong>Interested?</strong></p>
<p>Send us your CV and we will get back to you as soon as possible.</p>
<p><strong>We are looking forward to your application!</strong></p>
<p>Are you interested in the company culture at HeyJobs? Have a look at our ratings at Glassdoor!</p>
","[275, 2117, 3658, 21214]"
